"","adj.P.Val"
"BC048299",0.000801263060199022
"BC044612",0.000801263060199022
"XM_931801",0.000801263060199022
"NM_001407",0.000808926541500188
"NM_001039717",0.000808926541500188
"NM_002527",0.000828372619594785
"NM_001012333",0.000828372619594785
"NM_002387",0.000828372619594785
"XM_935202",0.000828372619594785
"AY495087",0.000840215639961358
"NM_001014451",0.000840215639961358
"M69297",0.000852093212195199
"NM_001012334",0.000867046368751338
"BC062555",0.000887916133109643
"DQ104439",0.000908732812785105
"NM_198949",0.000921253868672406
"NM_173472",0.00092295416306112
"NM_001039935",0.000939694239771407
"NM_020353",0.000954209564799263
"BC025782",0.000954209564799263
"NM_006041",0.00095607681944967
"NM_201628",0.00095607681944967
"NM_016619",0.000961705637827959
"BC002535",0.000961705637827959
"NM_018644",0.000961705637827959
"NM_052884",0.000977118331798404
"NM_003594",0.000977118331798404
"BC114473",0.000977118331798404
"BC031616",0.00098097678661818
"BC020537",0.000987407792610276
"BC015993",0.00100936116261668
"NM_138557",0.00101311653450602
"BC112303",0.00101311653450602
"AK126851",0.00101311653450602
"AL049786",0.00101531398457974
"BC006510",0.00101719777662075
"NM_005480",0.00103362815318048
"NM_152286",0.00103362815318048
"BC113875",0.0010379220147213
"AF384856",0.00105133283917458
"NM_005422",0.00106838717102932
"NM_005116",0.00106838717102932
"BC015801",0.00106838717102932
"AF242540",0.00107537089318803
"AF205073",0.00107537089318803
"NM_004260",0.00108873798346311
"NM_025251",0.00108895895868061
"NM_018960",0.00108895895868061
"BC012205",0.00108895895868061
"NM_024913",0.00108895895868061
"D63478",0.00111227086885003
"XM_933674",0.00111974864711835
"AK093818",0.00112268127293419
"BC111758",0.00112268127293419
"XM_932726",0.00112268127293419
"NM_005585",0.00112446737452902
"BC011707",0.00113204158328965
"BC045607",0.00113568722745524
"BC020263",0.00113952644908284
"AB032179",0.00113952644908284
"AF063002",0.00113952644908284
"NM_006101",0.00113952644908284
"XM_935207",0.00115592370020574
"NM_004484",0.00115592370020574
"CR623798",0.00116538108343342
"NM_018142",0.00116538108343342
"NM_005804",0.00117791271707959
"XM_930516",0.00118069105415939
"NM_001005783",0.00118308459884522
"BC024211",0.00118492460606154
"NM_201636",0.00119478255672366
"BC014353",0.00119731746412947
"U11271",0.00119731746412947
"BC064549",0.00121014183011968
"NM_001037533",0.00121014183011968
"AY513656",0.00122056168154968
"BC020863",0.001226674206654
"NM_001786",0.001226674206654
"BX161448",0.00122868042228241
"XM_932790",0.00122894144502043
"BC035776",0.00123402557173218
"NM_012334",0.00124443962346736
"AK129923",0.00124443962346736
"NM_015589",0.00124815566363727
"NM_005982",0.001248480890107
"BC017327",0.001248480890107
"NM_138413",0.00125018674123224
"BC029860",0.00125018674123224
"BC093843",0.00126415993710092
"BC100019",0.00127314523174037
"NM_025084",0.00129012631810372
"NM_002452",0.00129975529402174
"BC112252",0.00130818100512078
"BC071620",0.0013438744104346
"AK097266",0.00138677174139737
"NM_001827",0.00139160977398523
"NM_017787",0.00140612746997503
"NM_003597",0.00140896758903645
"XM_930401",0.00140896758903645
"AK000490",0.00140896758903645
"BC104450",0.00140896758903645
"NM_017898",0.00141140626739021
"XM_930432",0.00141701108706641
"AF190160",0.00142214766133545
"BC109206",0.00142214766133545
"BC008481",0.00147148204728706
"NM_181799",0.00147148204728706
"NM_020379",0.00148246744265477
"NM_002466",0.00154067602974764
"BC110617",0.00157653611811033
"BC032128",0.00158810739934876
"NM_000787",0.00158810739934876
"BC109075",0.00158810739934876
"NM_001809",0.00158810739934876
"AB040883",0.0015901111546683
"NM_001009567",0.0015901111546683
"BC013756",0.00160695333900312
"BC014618",0.00160695333900312
"NM_001879",0.0016257037248387
"BC057233",0.0016257037248387
"XM_927884",0.00163800215119042
"NM_003877",0.00163800215119042
"NM_032787",0.00163800215119042
"BC000674",0.00163800215119042
"BC107876",0.00164389080955346
"NM_000125",0.00164389080955346
"NM_012288",0.00165682283865593
"NM_007036",0.0016605221188669
"BC006458",0.00166264259765483
"NM_001163",0.00166264259765483
"NM_205855",0.00167620616333898
"NM_015359",0.00168404935198702
"L27211",0.00169528487815512
"BC027592",0.00170905131896461
"AK092950",0.00170905131896461
"NM_004817",0.00170905131896461
"BC078655",0.00170905131896461
"NM_003686",0.00170905131896461
"NM_005950",0.0017189443185443
"BC047447",0.00172823401664481
"NM_001015047",0.00174233123336868
"BC009196",0.00174274161602029
"NM_002662",0.0017683164443429
"NM_058195",0.0017683164443429
"XM_930073",0.00177453876982121
"AK126079",0.00180306235465894
"NM_005691",0.00180306235465894
"NM_001002799",0.00180957767905492
"XM_496826",0.0018167395694092
"XM_931770",0.0018167395694092
"NM_001018115",0.0018243695533877
"NM_016509",0.0018243695533877
"NM_001024844",0.00182977025757764
"NM_031299",0.00183190879582146
"XM_934226",0.00183252921031852
"NM_033379",0.0018335298651005
"NM_025049",0.0018335298651005
"NM_025214",0.00184082162081609
"BC074818",0.00184082162081609
"BC042944",0.00184082162081609
"NM_173828",0.00186634536472181
"NM_021137",0.00186634536472181
"AJ973643",0.00186634536472181
"NM_018116",0.00186964117638589
"NM_198953",0.00187853680411503
"XM_933998",0.00188515995879171
"XM_931785",0.00188932622297826
"NM_016228",0.00189046611800689
"AJ608287",0.00189046611800689
"NM_182513",0.00189402311900054
"NM_138435",0.00190447931800615
"NM_001002234",0.00190571023059504
"NM_052818",0.00191311840919778
"BC022003",0.00192729786955137
"AJ851889",0.0019317406388667
"NM_013310",0.00194878305379928
"NM_194294",0.00194878305379928
"NM_015989",0.00194878305379928
"NM_004597",0.00194878305379928
"NM_002674",0.00195130387474492
"NM_003701",0.00196266738819774
"BC103815",0.00196559107178518
"AK125198",0.00196559107178518
"XM_926329",0.00197000402065395
"NM_001001699",0.00197000402065395
"XM_931806",0.00199681717794617
"NM_003842",0.00199681717794617
"BC015878",0.0020220125930829
"AF297711",0.0020220125930829
"NM_003253",0.00204132570164186
"BC040105",0.0020476779328886
"BC007985",0.00204959531329807
"AK097861",0.0020513111016651
"NM_013314",0.00205742644752157
"NM_014674",0.00205742644752157
"XM_928507",0.00206778848794514
"BC093065",0.00207182437941393
"BC006395",0.00208178418610831
"U89329",0.00208214174678048
"XM_934125",0.00209613819797578
"NM_002829",0.00209613819797578
"BC014550",0.00209613819797578
"NM_006832",0.00213578775099252
"BC093912",0.00213578775099252
"XM_933105",0.00213578775099252
"NM_173639",0.00213578775099252
"NM_014787",0.00213578775099252
"BC017316",0.00215407565649038
"AY026505",0.00215587459110725
"BC057821",0.00217115667104975
"BC013112",0.00217135227506087
"NM_013277",0.00218503700949088
"BC032131",0.00218503700949088
"NM_002468",0.00218503700949088
"NM_000017",0.00218503700949088
"AM180330",0.00218503700949088
"NM_002129",0.00218503700949088
"BC001420",0.00218503700949088
"NM_178135",0.00219210421751222
"NM_003245",0.00219210421751222
"NM_015209",0.00219346585014259
"BC041656",0.00219346585014259
"AB209814",0.00219346585014259
"NM_173359",0.00219346585014259
"NM_138379",0.00226004650644084
"AB040944",0.00226004650644084
"NM_000598",0.00226004650644084
"NM_000771",0.00226004650644084
"NM_004217",0.00227912366836065
"NM_001433",0.00228944196728112
"BC047593",0.0022973787093885
"NM_152259",0.00229909239146419
"BC103878",0.00230334014777748
"NM_018667",0.00230916684404507
"AL832016",0.00230916684404507
"NM_001031827",0.00230916684404507
"NM_003665",0.00231646842462837
"NM_005168",0.00231881502726368
"AK094612",0.00232972727140158
"NM_005842",0.00233183678420805
"AK095016",0.00235347425820879
"NM_000783",0.00235347425820879
"NM_006366",0.00236873287190923
"BC011238",0.00239022827986648
"BC017167",0.00240792090146403
"NM_153020",0.00241009825001996
"BC000706",0.00241404531627235
"BC035307",0.00241404531627235
"NM_153187",0.00241404531627235
"NM_004336",0.00241952435228027
"NM_020401",0.00242246152364388
"NM_003094",0.00242344398009866
"BC012999",0.00242344398009866
"BC028073",0.00242344398009866
"NM_000740",0.00242344398009866
"BC008781",0.00245325055212272
"NM_014791",0.00245325055212272
"NM_032169",0.00245325055212272
"BC013277",0.00245325055212272
"XM_928498",0.00248997783290179
"NM_025097",0.00250035129514961
"AK000104",0.00250035129514961
"BC064424",0.00250035129514961
"NM_144687",0.00251164262432584
"NM_173636",0.00251182566101855
"BC002639",0.00251182566101855
"AJ236921",0.00252770594186054
"BC022294",0.00252770594186054
"NM_004654",0.00252770594186054
"NM_015595",0.00255416937221364
"BC032754",0.00255416937221364
"NM_012213",0.00255416937221364
"NM_014875",0.00255416937221364
"NM_001011515",0.00255424139802973
"NM_016527",0.00257621872373169
"XM_034623",0.00258159460103686
"AX750578",0.00258321014652696
"NM_001024455",0.00258591862424072
"NM_145000",0.0025870536683659
"NM_004624",0.0025870536683659
"XM_932796",0.00259090190845211
"NM_005648",0.00259655614499409
"BC031015",0.00259655614499409
"XM_165511",0.00260512713288356
"XM_929519",0.00260645686183532
"NM_004425",0.00263055903921956
"BC009362",0.00264583670338274
"NM_207311",0.00264886560497876
"NM_006398",0.00264886560497876
"NM_182534",0.00264886560497876
"NM_005563",0.00264926179826604
"NM_001001870",0.00266719208134887
"BC012471",0.00266719208134887
"XM_499128",0.00266719208134887
"BC096759",0.00266895111586785
"AK130186",0.00267136416802154
"NM_000066",0.00269793673197313
"NM_001262",0.00269793673197313
"BC005379",0.00271149090169714
"NM_003012",0.00271149090169714
"NM_006938",0.0027153549751086
"NM_000161",0.0027157239519944
"NM_018325",0.00271619706267681
"BC069575",0.00271619706267681
"NM_031939",0.00271668657675572
"AF274938",0.00273350552937492
"NM_006528",0.00273350552937492
"BC022874",0.00273350552937492
"AK022489",0.00273350552937492
"XM_928727",0.00273518070797372
"NM_001017999",0.00273518070797372
"CR626359",0.00274083306027488
"NM_024099",0.00274083306027488
"AF491785",0.00275275496862414
"NM_032017",0.00275275496862414
"NM_015550",0.00275275496862414
"BC074750",0.00275275496862414
"BC012986",0.00275816945701288
"BC000013",0.00277328696033834
"AK123479",0.00277328696033834
"NM_138343",0.00278498837188352
"NM_032895",0.00281031652036689
"NM_014912",0.00281031652036689
"NM_000478",0.00281031652036689
"NM_015221",0.00281031652036689
"NM_177436",0.00284047445872984
"BC000137",0.00284047445872984
"NM_018131",0.00287440749650719
"NM_058229",0.00287971904050445
"AF316855",0.0028830944634274
"NM_024525",0.0028952772685709
"AB030240",0.00289559343115967
"NM_020242",0.00289559343115967
"BC005948",0.00291653865743098
"BC065367",0.00291653865743098
"NM_003462",0.00291653865743098
"BC015030",0.00291653865743098
"BC036468",0.00291653865743098
"AK127519",0.00291653865743098
"BC082228",0.00291858811934696
"BC112221",0.00291858811934696
"AK027319",0.00291858811934696
"NM_004856",0.00292242713791811
"BC020757",0.00292931065423403
"NM_018451",0.00292931065423403
"NM_002115",0.00292931065423403
"BC007811",0.00295882870927267
"BC017040",0.0029648890171121
"BC039343",0.0029648890171121
"AK127448",0.00296680866380817
"CR749791",0.00297111432410986
"AJ297858",0.00298611160060625
"BC017731",0.00303426396583886
"BX647177",0.0030398744394341
"NM_138736",0.00304232616591244
"NM_033201",0.00306870728627895
"NM_001018138",0.00306870728627895
"NM_001012409",0.00306870728627895
"NM_138316",0.00306870728627895
"BC046117",0.00306870728627895
"XM_930559",0.00306971697086255
"NM_001001521",0.00306971697086255
"NM_145727",0.00311404139323687
"NM_001002032",0.00311404139323687
"NM_014880",0.00311760759279395
"AB018304",0.00313407955781344
"BC107750",0.00315973514794352
"NM_000616",0.00317461030657371
"BC045630",0.003185761049996
"BC071939",0.0031924274390944
"BC096260",0.00319812289604947
"AB088847",0.00319958818113251
"XM_933059",0.00319958818113251
"XM_931092",0.00319958818113251
"NM_024760",0.00319958818113251
"NM_152545",0.00319958818113251
"XM_935128",0.00320835450979116
"NM_005538",0.00320882148103726
"NM_022664",0.00320882148103726
"NM_016199",0.00320882148103726
"XM_931074",0.00320882148103726
"NM_004696",0.00320962028587898
"AM180340",0.00321001168760365
"CR595121",0.00321001168760365
"BC044639",0.00321797761379005
"NM_004453",0.00322648095179657
"BC050529",0.00322648095179657
"BC113119",0.00322648095179657
"AK123802",0.00322648095179657
"NM_020297",0.00322648095179657
"NM_014670",0.00322648095179657
"NM_014002",0.00322648095179657
"NM_000015",0.00322648095179657
"BC029605",0.00322648095179657
"BC067350",0.00322648095179657
"NM_021614",0.00322942554592391
"BC015706",0.00323073550684649
"NM_005156",0.00324065688859507
"NM_001039775",0.00324065688859507
"BC074922",0.00324219789117275
"AL136931",0.00327320108616619
"NM_178043",0.00328074382509993
"XM_930579",0.00328074382509993
"XM_934910",0.0032902300234916
"BC002672",0.0032902300234916
"BC001886",0.0032902300234916
"DQ345520",0.0032902300234916
"AF090937",0.00329276949706254
"NM_002508",0.0032998586305061
"NM_138998",0.00332854078373797
"NM_006100",0.00333095910638288
"BC037277",0.00334473391101536
"AK094791",0.00334473391101536
"AY513655",0.00336039731590173
"NM_174921",0.00336039731590173
"X75299",0.00336039731590173
"BC047902",0.00339166736958154
"BC000486",0.00340445691432652
"AK094167",0.00340703479239021
"NM_203395",0.00340912816918408
"XM_927694",0.00341224325959049
"AK074778",0.00341449461054154
"BC025311",0.00342291519416005
"AK022697",0.00344156548749147
"NM_012484",0.00345224057696612
"BC025963",0.00345525058469778
"NM_014985",0.00345525058469778
"BC010926",0.00345525058469778
"NM_004938",0.00345525058469778
"BC004205",0.00345525058469778
"AB058780",0.00345525058469778
"NM_000999",0.00345525058469778
"NM_003579",0.00345525058469778
"NM_000591",0.00346802591252566
"NM_024667",0.00346802591252566
"AF183422",0.00346802591252566
"BC100028",0.00346802591252566
"NM_145647",0.00347071024367013
"NM_178859",0.00348456151996572
"NM_001018001",0.00349268897007897
"AM180338",0.00349336195128365
"NM_001002033",0.00349464447615206
"XM_933198",0.00351464882567815
"BC010425",0.00351829900874397
"NM_178858",0.00353259809394491
"NM_033643",0.00353718543517422
"NM_031423",0.00353718543517422
"NM_203399",0.00353718543517422
"AF116672",0.00353811420599027
"NM_005931",0.00354862844419482
"NM_000845",0.0035690311389608
"BC109248",0.00358267316077434
"XM_927826",0.00359417304713559
"BC104883",0.00360855968789926
"NM_145754",0.00361404912271943
"NM_003057",0.0036423627940332
"XM_931039",0.00364449174633944
"NM_003759",0.00364449174633944
"BC002703",0.00364449174633944
"NM_004237",0.00364449174633944
"BC000313",0.00364449174633944
"BC039117",0.00364449174633944
"BC026303",0.00364449174633944
"NM_005387",0.00364449174633944
"NM_175907",0.00364449174633944
"NM_203426",0.00365022941473142
"BC044218",0.00365022941473142
"BC037539",0.00365022941473142
"NM_001813",0.00365022941473142
"NM_018685",0.00365022941473142
"NM_152503",0.00365022941473142
"BC004421",0.00365022941473142
"BC032822",0.00366117193270008
"NM_017915",0.00366117193270008
"NM_012244",0.00366117193270008
"NM_000662",0.00366230313616794
"NM_032858",0.00366230313616794
"AK127982",0.00368539890323781
"BC104194",0.00368785483986413
"NM_016593",0.00368812634852723
"DQ059644",0.00368840054416542
"NM_207115",0.00368840054416542
"NM_020770",0.00369965971932318
"XM_925810",0.00371095950760473
"BC067093",0.00371095950760473
"NM_002755",0.00371095950760473
"BC013300",0.00371745314008918
"AK091783",0.00371745314008918
"NM_173475",0.00373867086963601
"NM_001004051",0.00373867086963601
"AK125135",0.00375096642779837
"NM_001032392",0.0038201349504542
"NM_007246",0.00382171812838073
"AF263523",0.0038285507256536
"NM_018024",0.0038285507256536
"BC000419",0.0038285507256536
"BC101787",0.00383369596665522
"XM_926221",0.00383369596665522
"AK094682",0.00385088813093086
"NM_005952",0.0038707399208069
"BC069485",0.00388359896227711
"NM_003105",0.00388657386961361
"NM_021599",0.0039510230807518
"NM_018349",0.00395102665664255
"BC030977",0.00396024257534687
"XM_929923",0.00396024257534687
"BC018190",0.00396227652000091
"NM_005664",0.00396575183736748
"XM_370729",0.00396575183736748
"NM_005951",0.00399191817773171
"NM_003266",0.00400467719853068
"NM_001067",0.00401176414768929
"NM_032828",0.00401176414768929
"XM_929391",0.00401176414768929
"NM_020727",0.00401176414768929
"BC014235",0.00402154389119059
"NM_004649",0.00402455735669799
"BC106871",0.00402905566456095
"BC008408",0.00403357853845524
"XM_370777",0.00404992101675073
"NM_000112",0.00404992101675073
"NM_001013655",0.00404992101675073
"NM_001018003",0.00405429824928063
"AB020648",0.00407002732271213
"BC101726",0.00407002732271213
"XM_928746",0.00407002732271213
"NM_005733",0.00409980863494754
"AL831947",0.00409987611633278
"BC014093",0.004172865443024
"U26727",0.004172865443024
"NM_145701",0.00417551771010107
"AY551298",0.00417551771010107
"BC101578",0.00417551771010107
"BC098342",0.00417551771010107
"BC065260",0.00418048160334243
"NM_001023",0.0041823830332243
"AB209780",0.00419995414583101
"NM_006353",0.00419995414583101
"NM_020163",0.00419995414583101
"XM_933429",0.00419995414583101
"AK001070",0.00419995414583101
"NM_005521",0.00419995414583101
"NM_002573",0.00420354187252457
"BC012035",0.00421802767873633
"NM_001007099",0.00421802767873633
"NM_007180",0.00421802767873633
"AK128371",0.00421802767873633
"XM_928827",0.00421802767873633
"NM_175622",0.00421802767873633
"BC048988",0.00421802767873633
"NM_021634",0.00421802767873633
"XM_927198",0.00421802767873633
"AK223598",0.00421894274390553
"BC104038",0.00422856953550335
"XM_926714",0.00424967118164504
"NM_001014839",0.00425402234897542
"BC018140",0.00425402234897542
"AK001240",0.00427106122760243
"NM_003855",0.00427132048946663
"BC021281",0.00427539704346914
"NM_145288",0.00427539704346914
"NM_022908",0.00427539704346914
"NM_182543",0.00427539704346914
"NM_002344",0.00427934167604696
"NM_004592",0.00428140792449206
"NM_033406",0.0042823828954439
"NM_002182",0.0042823828954439
"BC108890",0.00431149355207603
"XM_929832",0.00433085308682157
"NM_014900",0.00433085308682157
"BC101277",0.00433604643478523
"BX647638",0.00436254819211375
"NM_001014449",0.00436564077947038
"BC101537",0.00437419141362436
"NM_001018136",0.00438848529264773
"NM_012084",0.00439827667748771
"NM_005239",0.00439827667748771
"AB075869",0.00439827667748771
"XM_926190",0.00439827667748771
"AK095460",0.00440067734308725
"NM_152311",0.00440103988257741
"BC101632",0.00441778682549982
"NM_024557",0.00441778682549982
"BC008718",0.00441779757716832
"BC010942",0.00442637719306635
"NM_030624",0.00442637719306635
"NM_033027",0.00444071402719132
"NM_000348",0.00444539879303916
"NM_003622",0.00444579366043522
"NM_001024457",0.00444579366043522
"BC065819",0.00444579366043522
"NM_005845",0.0044700089879808
"BC003530",0.0044700089879808
"BC103841",0.00448000833798255
"NM_014317",0.00448139480947023
"BC094808",0.00448140584027894
"NM_003416",0.00448140584027894
"NM_000255",0.00448361958601157
"NM_020988",0.00448361958601157
"NM_000940",0.00449363986630198
"DQ059646",0.00450186073275851
"AY116204",0.00450526446216835
"NM_018101",0.00450526446216835
"NM_005570",0.00450526446216835
"BC021998",0.00450526446216835
"BC086875",0.00450526446216835
"NM_017671",0.00450526446216835
"BC053621",0.0045073683369338
"NM_172250",0.0045073683369338
"BC032014",0.00451070502612411
"NM_005956",0.00451875519047682
"AK075048",0.00455567202358691
"AF068181",0.00457703977321451
"NM_001039651",0.00457958052111907
"NM_001024070",0.00459192000989925
"NM_005997",0.00459192000989925
"NM_001001132",0.00459192000989925
"NM_005949",0.00459192000989925
"BC026362",0.00459192000989925
"BC101511",0.00459192000989925
"BC067441",0.00459192000989925
"BC007518",0.00459192000989925
"NM_030759",0.00459192000989925
