"","adj.P.Val"
"AF061261",0.00460357093590526
"BC011878",0.00461368085115516
"NM_020649",0.00462036214737046
"NM_003910",0.00462721468165046
"BC110300",0.00462721468165046
"NM_000056",0.00463430952440866
"BC025954",0.00463496302314409
"NM_030815",0.00463496302314409
"NM_000269",0.00463957717015553
"BC007573",0.00464816530448087
"AK055636",0.00465495939341118
"NM_005763",0.00465495939341118
"AJ851890",0.00466871515712213
"BC001930",0.00466999789237252
"AJ236922",0.00468410242583105
"BC046099",0.0047065548459763
"XM_372035",0.0047065548459763
"NM_005989",0.00471034158862079
"NM_021647",0.00471048544447834
"NM_021957",0.00475974159717677
"BC016282",0.00476698343397671
"BC049383",0.00476698343397671
"BC063301",0.00476855314699166
"NM_004232",0.00478133317198895
"BC045605",0.00478133317198895
"NM_058197",0.00478133317198895
"NM_017580",0.00478999428330581
"L07594",0.00478999428330581
"BC012472",0.00483456715205233
"BC052285",0.00483456715205233
"NM_000576",0.00483495179670802
"AY077636",0.00483495179670802
"BC071927",0.00483495179670802
"NM_021625",0.00483830835271875
"BC001459",0.00484826596233705
"NM_032847",0.00484826596233705
"BC030538",0.00484826596233705
"BC033040",0.00484826596233705
"BC033297",0.00484826596233705
"BC068598",0.00489153054313128
"AK095260",0.00489153054313128
"NM_001031833",0.00489227402163022
"X98260",0.00489227402163022
"XM_296817",0.00489227402163022
"BC045606",0.00489227402163022
"BC036834",0.00499474425248562
"NM_052963",0.00500172904380522
"NM_000077",0.00502238908102571
"AF090919",0.00504411782479824
"NM_203402",0.00504411782479824
"BC066899",0.00504411782479824
"BC074802",0.00504411782479824
"NM_001766",0.00504411782479824
"NM_024773",0.00508904677129262
"BC005070",0.00509018251327881
"NM_024607",0.00509018251327881
"NM_021229",0.00511520413636426
"NM_207459",0.0051297631151251
"NM_003548",0.0051297631151251
"AK131206",0.00513474992699268
"NM_018102",0.00514190927221517
"CR627426",0.0051496811341922
"BC110460",0.0051551357319096
"XM_931776",0.00515835627050834
"NM_017865",0.00517750495113352
"BC014312",0.00521671594571126
"NM_145263",0.00522447186273114
"XM_292820",0.0052379194025313
"BC112086",0.00524962186741496
"AK093699",0.00524962186741496
"NM_025045",0.00525414194521826
"NM_182944",0.005258242831005
"NM_024112",0.00526748957642797
"NM_001039954",0.0052953258395853
"BC100283",0.00530269783864282
"XM_935431",0.00530322369992632
"NM_004632",0.00530322369992632
"NM_014665",0.00530322369992632
"BC035617",0.00530322369992632
"BC030006",0.00531226633872976
"BC031084",0.00531226633872976
"NM_001031855",0.00531481947468115
"NM_016947",0.00531481947468115
"NM_005940",0.00531481947468115
"X07166",0.00531481947468115
"XM_933073",0.00531481947468115
"BC075082",0.00534826554162789
"BC074893",0.00535468866602448
"AJ245661",0.00536910462319065
"BC016675",0.00538801432173034
"AL833382",0.00538827030956777
"BC002777",0.0053913160833466
"NM_006314",0.0053913160833466
"BC011623",0.0053913160833466
"NM_021807",0.0053913160833466
"NM_007198",0.0053913160833466
"NM_173822",0.0053913160833466
"NM_030641",0.00539310303067808
"BC029475",0.00540785259669574
"NM_001037738",0.0054151617010998
"NM_014783",0.00541762310410691
"AF092511",0.0054312622789285
"NM_201436",0.0054312622789285
"AK025120",0.00548701182172146
"NM_002717",0.0054990192367174
"AK058142",0.0054990192367174
"NM_001029976",0.0054990192367174
"NM_012310",0.0055141017451657
"NM_001008539",0.00551767994453392
"NM_033512",0.00551767994453392
"NM_170783",0.00551767994453392
"NM_182689",0.00551905550574502
"NM_003991",0.00555042374517977
"CR622780",0.00555042374517977
"NM_000316",0.00555634046153534
"NM_015087",0.00555634046153534
"BC005389",0.00557052890490025
"NM_018302",0.00558393834560314
"NM_145061",0.00560408890160297
"AF026219",0.0056109787652228
"NM_133181",0.0056109787652228
"NM_032139",0.0056109787652228
"BC030512",0.0056109787652228
"NM_031449",0.00563195850821501
"BC105972",0.0056366912282339
"NM_134470",0.00564026748868845
"BC000098",0.00564026748868845
"NM_013432",0.00564458953965445
"NM_012064",0.00565474630798081
"NM_153018",0.00565711265843653
"NM_001609",0.00566071685755232
"NM_016448",0.00566557943055269
"BC112217",0.00567933201347539
"NM_052899",0.00569677535739568
"NM_032784",0.00573929507977177
"XM_927658",0.00574608918200265
"NM_177542",0.00574608918200265
"NM_001009811",0.0057493856537612
"BC035562",0.0057553518557795
"NM_001007214",0.00577263853817531
"AK126933",0.00577263853817531
"NM_134440",0.00578971656235949
"AK125123",0.0058042754759241
"BC093975",0.00580712062449694
"BC103842",0.00580712062449694
"NM_014808",0.0058095572348742
"AK131299",0.0058095572348742
"NM_006052",0.00581825727163921
"NM_001034850",0.00583341904942965
"BC037906",0.00583824522989536
"AB051500",0.00584403470717293
"AK024084",0.00584403470717293
"BC063833",0.0058447233656305
"NM_033050",0.00586020395963967
"BC031520",0.00586711134169407
"NM_022549",0.00589133138343614
"XM_928812",0.00589133138343614
"BC051840",0.00589133138343614
"CR749496",0.00589133138343614
"BC048123",0.00589133138343614
"NM_018193",0.00591773429344235
"AF251043",0.00591773429344235
"NM_001608",0.00591773429344235
"NM_152644",0.00591773429344235
"NM_001003396",0.00593058228564383
"NM_001008487",0.00593058228564383
"NM_001005413",0.00593058228564383
"NM_001461",0.00593122144054934
"NM_018192",0.00593122144054934
"BC011890",0.00593122144054934
"BC040355",0.00595033963722282
"NM_001430",0.00595033963722282
"NM_004657",0.00596637692863913
"AK172829",0.00596637692863913
"NM_015093",0.00596663947670284
"XM_932171",0.00600180604001881
"BC107894",0.00600180604001881
"BC014472",0.00600306507522867
"NM_001006655",0.00602560900722685
"NM_004042",0.00605461222187507
"BC103840",0.00605461222187507
"AY358220",0.00605787789439147
"NM_018593",0.0060609464325152
"NM_001467",0.00609213802002661
"NM_139160",0.00611802117068342
"BC112036",0.00613943439312294
"NM_024647",0.00613943439312294
"NM_004629",0.00615991066613247
"BC109214",0.00617255821602347
"NM_024582",0.00617255821602347
"XM_934128",0.00617255821602347
"XM_926338",0.00618053975540869
"AK131562",0.00618400912121565
"BC007034",0.00619320386202174
"NM_144713",0.00619320386202174
"NM_000512",0.00620911504953058
"NM_002810",0.00621865372375874
"NM_017881",0.00621865372375874
"NM_003764",0.00621865372375874
"BC024007",0.00622795072004131
"AK021670",0.00622795072004131
"XM_933069",0.00622795072004131
"NM_007026",0.00622795072004131
"NM_003864",0.00622795072004131
"NM_153717",0.00622795072004131
"NM_003330",0.00622795072004131
"NM_176870",0.00622795072004131
"NM_152729",0.00622795072004131
"NM_002926",0.00622795072004131
"BC030020",0.00624130518762201
"BC005353",0.00624130518762201
"NM_181789",0.00625194113406342
"AY339061",0.0062645986869626
"NM_032485",0.00627827958236979
"BC009108",0.00630423796246253
"NM_031217",0.0063070296644621
"AK125519",0.00633481291331673
"NM_001025579",0.00633825551210684
"BC003392",0.00633825551210684
"NM_021805",0.0063514321727513
"NM_002968",0.00636211988393805
"NM_014053",0.00636496042852606
"NM_014331",0.00636496042852606
"NM_201262",0.006368730574091
"BC010358",0.006368730574091
"BC046199",0.00637044406614437
"NM_000685",0.00637462610630223
"BC019248",0.00637462610630223
"AY267839",0.00637462610630223
"NM_145753",0.00639655109061601
"X14298",0.00642309841932132
"M60504",0.00643590676708546
"BC073132",0.00644314567024745
"BC089434",0.00646865349801897
"NM_004565",0.00646865349801897
"BC105923",0.00647550772033371
"NM_001007237",0.00649282483512577
"BC033540",0.00649399229455404
"NM_017785",0.00650147793574714
"AF130070",0.00650318675213069
"NM_001013690",0.00650463201207302
"NM_176880",0.00650463201207302
"NM_004388",0.00650463201207302
"NM_014949",0.00651860893515413
"BC008353",0.00652790423373246
"XM_928992",0.00653842547355501
"NM_001007254",0.00653846385653682
"DQ345517",0.00653846385653682
"NM_018098",0.00655690701992661
"NM_000692",0.00655690701992661
"NM_004441",0.00656645188985797
"NM_145862",0.00656645188985797
"NM_031490",0.00656645188985797
"BC093708",0.00656645188985797
"NM_012412",0.00656645188985797
"NM_001444",0.00656645188985797
"XM_930560",0.00656645188985797
"DQ345519",0.00656645188985797
"AY751739",0.00656683827574923
"BC069300",0.0065821961289796
"NM_194430",0.0065821961289796
"BC036804",0.00658376537815724
"BC021301",0.00659076986128131
"AK126057",0.00660544529551688
"XM_926156",0.00661047699973164
"NM_024605",0.00661722764735619
"BC071914",0.00662114422353253
"NM_018270",0.00663370423027824
"AK123948",0.00666043983342535
"BC071576",0.00667092583319414
"NM_015480",0.00667475588619457
"BC013611",0.00667475588619457
"NM_020142",0.00667523878424665
"NM_002497",0.00667550965895063
"NM_006004",0.00668308172079155
"XM_084672",0.00668308172079155
"BX247970",0.00668308172079155
"NM_144593",0.00670917785038776
"NM_003318",0.00671297909793393
"NM_201516",0.00671297909793393
"XM_931795",0.00671297909793393
"BC027976",0.00671297909793393
"NM_000159",0.0067376582874397
"XM_208658",0.0067778121887122
"NM_015895",0.0067778121887122
"XM_927576",0.0067778121887122
"AF106911",0.0067778121887122
"NM_002633",0.0067778121887122
"NM_005685",0.0067778121887122
"NM_153463",0.0067778121887122
"NM_006667",0.0067778121887122
"AK130795",0.0067778121887122
"NM_203481",0.0067778121887122
"XM_926021",0.00678680710704743
"NM_003265",0.0067920146567203
"NM_183241",0.00680097677062507
"NM_002756",0.00682200516437629
"NM_016239",0.00682244859826503
"NM_004887",0.00682244859826503
"NM_000754",0.00683802844546948
"BC093977",0.0068549518334036
"BC033100",0.00685495551927149
"AF116545",0.0068617046486701
"BC009480",0.0068617046486701
"NM_138694",0.00686272368053146
"NM_013976",0.00686944401436394
"NM_000577",0.00688809323697962
"NM_020639",0.00689236115822914
"BC108904",0.00691956680383799
"AY008410",0.00694171650508287
"NM_153688",0.00694171650508287
"NM_001012985",0.00694334574528929
"NM_175901",0.00696130163245873
"NM_005483",0.00698391088284901
"NM_148920",0.00698391088284901
"AJ290393",0.00698391088284901
"NM_005907",0.00702568915759935
"NM_182566",0.00703016284099616
"BC021174",0.00703107093348609
"BC000510",0.00703156383022785
"BC008608",0.00704107843066687
"NM_198585",0.00706777075700648
"BC008741",0.00707078190115766
"NM_133493",0.00710012628548565
"BC109187",0.00710250147833721
"XM_933149",0.00710817355409031
"BC004540",0.00711106746412364
"NM_015104",0.00711106746412364
"NM_030895",0.00711299404260424
"BC011444",0.00711299404260424
"NM_000951",0.00712331363142652
"NM_153464",0.00712805516803194
"BC112301",0.00713864940347711
"NM_181723",0.00715721484068414
"XM_933441",0.00715721484068414
"XM_927142",0.00715910956246049
"NM_017415",0.00717896107256043
"XM_208185",0.00719380955924466
"NM_002875",0.00719380955924466
"NM_000136",0.00720942271341934
"BC038422",0.00721570094244238
"NM_000723",0.00722777875244105
"BC012021",0.00726333457747239
"NM_018424",0.0072692134427385
"NM_014487",0.0072692134427385
"NM_014501",0.00731367049617007
"BC105958",0.00731367049617007
"NM_000892",0.007328069380904
"NM_198175",0.007328069380904
"XM_371461",0.00733186853416154
"NM_003044",0.00733186853416154
"XM_045290",0.00733186853416154
"NM_007240",0.00733186853416154
"NM_018945",0.00735118142671274
"BC048097",0.00735343601376555
"NM_198253",0.00735715241541648
"BC049823",0.00736527088602108
"BC047083",0.00742762304810889
"NM_130469",0.00742762304810889
"XM_930541",0.00742762304810889
"NM_003600",0.00742762304810889
"NM_000815",0.00742762304810889
"BC011548",0.00742762304810889
"BC004259",0.00742762304810889
"AK074518",0.0074528903744601
"AK095291",0.0074528903744601
"NM_000135",0.00747050728398474
"NM_001033564",0.00747050728398474
"NM_001011513",0.00748429496669737
"BC011600",0.00749526770994274
"NM_006493",0.00749526770994274
"XM_208097",0.00749526770994274
"BC000387",0.00750228488839267
"NM_003236",0.0075236225644626
"NM_032360",0.00755444341914748
"BC017202",0.00757648409058747
"BC066948",0.00757710209503128
"NM_024068",0.00757710209503128
"BC093725",0.00758533859911556
"NM_003193",0.0075967745237973
"NM_020872",0.00766042230424532
"XM_928638",0.00769690014559252
"BC006267",0.00769690014559252
"NM_014600",0.00769690014559252
"BX647724",0.00769710239687392
"NM_001281",0.00770152784737326
"BC006171",0.00770152784737326
"NM_001056",0.00770152784737326
"NM_006657",0.00770266705071519
"NM_003248",0.0077049052364391
"BC062330",0.00772626623583284
"NM_005946",0.00773948593340376
"BC036520",0.00773948593340376
"NM_032818",0.00773948593340376
"AB014605",0.00773948593340376
"BC017591",0.00774064868927747
"NM_001761",0.00775920788013909
"BC063635",0.00778345483094111
"BC050073",0.00778364989538695
"NM_015192",0.00779199199537171
"NM_002105",0.00781379040766655
"XM_928673",0.00784898956494763
"BC107735",0.00785403076635368
"BC107483",0.00785910815987162
"NM_003748",0.00786155735212918
"NM_001040021",0.00786155735212918
"BC003513",0.00786155735212918
"XM_926941",0.00786155735212918
"BC010507",0.00786485659925493
"AB073385",0.00786485659925493
"BC002797",0.00789056387526894
"NM_005227",0.00789056387526894
"NM_030932",0.00789904767655756
"BC021664",0.00789904767655756
"AK023110",0.00791889592664497
"NM_015931",0.00791889592664497
"NM_002225",0.00793234414131022
"NM_033297",0.00793987067998541
"NM_017831",0.00795109501432103
"NM_152524",0.00795670487839955
"XM_496319",0.00796482033764921
"NM_153209",0.00799395584353186
"NM_001438",0.00801612915560357
"NM_007111",0.00802105179717048
"BC033685",0.00802852050690935
"NM_007317",0.00802905242475443
"AK074311",0.00802905242475443
"NM_207517",0.00802905242475443
"NM_006623",0.00802905242475443
"NM_006705",0.00802905242475443
"BC010469",0.00805179509304572
"NM_023078",0.00805524391502186
"XM_085634",0.00805780540496167
"NM_000465",0.00805780540496167
"BC017018",0.00805780540496167
"NM_002867",0.00805780540496167
"NM_133468",0.00807694915714879
"BC038467",0.00808466649701257
"NM_025203",0.00808466649701257
"NM_032239",0.00808564572208717
"BC036191",0.00808564572208717
"NM_206965",0.00808564572208717
"NM_033204",0.00808564572208717
"NM_002441",0.00808564572208717
"BC101251",0.00809668419500053
"NM_001005735",0.00812087531391446
"NM_203400",0.00812787585543813
"NM_000356",0.00815963520149565
"AY496266",0.00816351954434994
"AK074804",0.00816901836978532
"XM_927323",0.00816901836978532
"NM_003070",0.00816901836978532
"BC008887",0.00818204269806982
"NM_000055",0.00818204269806982
"NM_145870",0.00818343919202794
"BC013771",0.00819028259633788
"BC008290",0.00819058168365112
"NM_031464",0.00819058168365112
"BC016825",0.00819247267470861
"XM_373742",0.00821458338909585
"AK124284",0.00821458338909585
"NM_181784",0.00821982294644448
"BC005916",0.00826903871277054
"AK024549",0.00827799075994716
"BC034490",0.00827842698401844
"AJ000001",0.00827842698401844
"NM_001009554",0.00827842698401844
"BC002445",0.00827842698401844
"NM_003768",0.00827842698401844
"NM_052932",0.00828451629668499
"BC000465",0.00828517042278075
"BC050369",0.00828751768423597
"NM_021077",0.00828751768423597
"BC013069",0.00829415458736541
"NM_001031728",0.00829886186830363
"XM_933090",0.00829886186830363
"BC065827",0.00830765375198701
"XM_929102",0.00834096527705804
"AK092766",0.00834452876648858
"NM_022973",0.00834452876648858
"NM_002512",0.00834452876648858
"BC109292",0.00834452876648858
"NM_024629",0.00834452876648858
"NM_004827",0.00839284143220109
"AK090821",0.00839284143220109
"NM_024526",0.00839284143220109
"NM_001037501",0.00839284143220109
"NM_003219",0.00844642773016792
"NM_015719",0.00845027577262581
"NM_015414",0.0084937681732356
"NM_152487",0.0084937681732356
"XM_931813",0.00850059131496414
"BC020835",0.0085147792553116
"NM_138554",0.00851596486928711
"NM_024321",0.00852172289009116
"NM_003487",0.00853448331343079
"NM_003822",0.00854712174270613
"AK092535",0.00856243510125688
"CR749275",0.00856243510125688
"NM_004516",0.00856363597408786
"BC021988",0.00857749356366754
"BC034942",0.00858569988411311
"BC032606",0.00859383562128386
"NM_194431",0.00859383562128386
"AL133030",0.00859971680672464
"NM_001003395",0.00859971680672464
"NM_007030",0.00859971680672464
"XM_931759",0.00859971680672464
"BC000544",0.00859971680672464
"BC110622",0.00859971680672464
"NM_173832",0.00866077868299371
"NM_152553",0.00866077868299371
"AY345239",0.00866077868299371
"NM_012432",0.00866077868299371
"NM_001033886",0.00866290148855012
"NM_001004303",0.00866562561991443
"BC042334",0.00866773954226448
"NM_030928",0.00866773954226448
"AK127536",0.00868911221022751
"NM_016234",0.00871277074697862
"BC032400",0.00871852487912466
"NM_004203",0.00871852487912466
"NM_002773",0.00872234223083881
"NM_024636",0.00874565136828888
"NM_003693",0.00874565136828888
"BC024592",0.00874565136828888
"BC043388",0.00874565136828888
"BC005185",0.00874628019650558
"NM_032557",0.00874628019650558
"BC003055",0.00874628019650558
"NM_000562",0.0087556083906862
"NM_001006610",0.0087556083906862
"NM_002265",0.0087556083906862
"AF011390",0.0087556083906862
"AB040937",0.00877565197161269
"NM_018004",0.00877565197161269
"NM_001002920",0.00877565197161269
"CR621401",0.00877565197161269
"XM_931028",0.00878398341310124
"AF351614",0.00880582263059113
"AF114165",0.00880637294838459
"NM_025080",0.00880668816353357
"AK056936",0.00880668816353357
"NM_001039752",0.00885103873951693
"BC093978",0.00885103873951693
"NM_024033",0.00885103873951693
"XM_291262",0.00885103873951693
"XM_043272",0.00885103873951693
"AY358164",0.00888466364328939
"NM_152869",0.00888466364328939
"BC001651",0.00888466364328939
"BC014474",0.00888466364328939
"NM_032302",0.00888466364328939
"NM_000922",0.0088863076872262
"BC052270",0.0088863076872262
"XM_927616",0.0088863076872262
"NM_032673",0.0088863076872262
"XM_370629",0.0088899764999364
"NM_022052",0.00891438364120309
"NM_024745",0.00891613378990296
"NM_005309",0.0089205703236887
"XM_930839",0.00894583293332473
"XM_930901",0.00895474203562616
"BC032478",0.00899078644047943
"BC063848",0.00900714528460266
"NM_022039",0.00900805036262817
"NM_003147",0.00900805036262817
"BC093070",0.00901577690317596
"NM_003721",0.00901939151937833
"NM_152341",0.00901939151937833
"NM_005040",0.00901939151937833
"NM_199420",0.00901939151937833
"BC015925",0.00901939151937833
"NM_031310",0.00901939151937833
"NM_001004356",0.00901939151937833
"BC020967",0.00901939151937833
"AK074219",0.00901939151937833
"BC001550",0.00902338971611948
"NM_001237",0.00906732706371679
"NM_006323",0.00908223063290671
"NM_018136",0.00908223063290671
"XM_928258",0.00908255297754656
"NM_016350",0.0091011608245595
"BC022364",0.0091011608245595
"XM_926643",0.0091011608245595
"AB113382",0.0091011608245595
"AK000538",0.0091011608245595
"XM_934078",0.0091011608245595
"AF401654",0.00910500004210922
"NM_033224",0.00914455782668442
"NM_015245",0.00914535586823148
"BC052614",0.00914535586823148
"NM_025268",0.00916931888336177
"BC020718",0.00917098034603345
"NM_012346",0.00917713006136406
"NM_015161",0.00918920132680359
"AY358101",0.00920975097428855
"BC065484",0.00921937741759864
"Z15005",0.00921937741759864
"BC015831",0.00921937741759864
"XM_928177",0.00926009760983034
"NM_001024",0.00927702932042704
"NM_145020",0.009277209933908
"BC035696",0.00928008943547864
"NM_138555",0.00929508261218546
"NM_001012456",0.00930225852119156
"NM_033439",0.00931350886139497
"BC005969",0.00932673836664977
"NM_006558",0.00933377436714236
"NM_006208",0.00933377436714236
"XM_932071",0.00933377436714236
"XM_929812",0.00933377436714236
"XM_933060",0.00933377436714236
"NM_016057",0.00933377436714236
"BC106941",0.00933377436714236
"BC107754",0.00933377436714236
"BC001025",0.00933377436714236
"AB040875",0.00934779290370932
"NM_001035267",0.00934779290370932
"AK022459",0.00935061164452972
"BC035970",0.00936750882483876
"BC101679",0.00937958394082853
"NM_018369",0.0093903922645323
"NM_000595",0.00940050967165225
"NM_001974",0.00940484769134834
"NM_000113",0.00941066732484799
"NM_000073",0.00943098734834821
"BC101829",0.00943098734834821
"BC009468",0.00943098734834821
"NM_020863",0.00945521970912104
"BC038673",0.00946171770340641
"BC066940",0.00946171770340641
"NM_002908",0.00948307322042029
"BC044920",0.00949495369186802
"XM_932759",0.00950979211578268
"BC039065",0.00952261637160436
"AK124968",0.00952261637160436
"BC033750",0.00958433243358503
"BC101631",0.00958433243358503
"BC070267",0.00962250610380201
"BC011883",0.00962824670977329
"NM_000243",0.00964751612859987
"NM_004660",0.00965490494118202
"BC062585",0.0096563136814434
"BC039115",0.0096563136814434
"XM_496668",0.00967229127013014
"BC000714",0.00967229127013014
"BC021981",0.00967229127013014
"J03208",0.00967229127013014
"NM_153365",0.00967229127013014
"BC019283",0.00967229127013014
"NM_014521",0.00967229127013014
"CR617844",0.00967399666716253
"AY927772",0.00967399666716253
"NM_032152",0.00967399666716253
"BC069401",0.00967399666716253
"BC045537",0.00967399666716253
"XM_933724",0.00969473199042911
"BC110504",0.00969473199042911
"NM_015375",0.00969473199042911
"NM_000772",0.00969473199042911
"NM_080757",0.00972489503868163
"NM_178564",0.00974344232561678
"BC034729",0.00976317942422424
"NM_001034077",0.0097886117067713
"BC040469",0.00978965252246981
"NM_001008395",0.00981691412360534
"NM_207488",0.00982637982929854
"NM_004988",0.00984468275912143
"NM_172115",0.00985499222511085
"NM_004041",0.00986030150204831
"XM_926323",0.00986030150204831
"NM_014302",0.00987679146798787
"NM_016205",0.00987679146798787
"NM_001039535",0.00987679146798787
"BC018002",0.00992145908035183
"XM_498838",0.00992145908035183
"NM_001969",0.00993199490539752
"NM_001018137",0.00993345085831159
"BC033906",0.00994020848552737
"NM_002114",0.00994020848552737
"NM_025125",0.00994267987184864
"NM_012474",0.00994267987184864
"XM_930803",0.00994267987184864
"AK095003",0.00994267987184864
"NM_014602",0.00994267987184864
"NM_018134",0.00997584495474299
